配信日時,プレスリリースURL,プレスリリースタイトル,プレスリリース種類,プレスリリースカテゴリ1,プレスリリースカテゴリ2,会社名,会社URL,業種,住所,電話番号,代表者,上場区分,資本金,設立日,資本金（万円）,設立年,設立月
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000131.000090559.html,『刀使ノ巫女』新商品発売決定！アニメECサイト「あにふぇば！」の運営開始でコンテンツセブンがアニメグッズ事業に参入,商品サービス,EC・通販,漫画・アニメ,株式会社コンテンツセブン,http://www.contents7.co.jp/,サービス業,東京都中央区新川2-9-9 SHビル3階・4階,03-6260-6801,成七龍,未上場,700万円,2000年07月,700,2000,7
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000303.000072985.html,櫻坂46・日向坂46 応援【公式】音楽アプリ『UNI'S ON AIR』で夏の特別キャンペーン「UNI'S ON AIR UNIFES2025 -VACATION-」が開催中！,イベント,スマートフォンゲーム,芸能,株式会社アピリッツ,https://appirits.com/,情報通信,東京都渋谷区桜丘町1番1号 渋谷サクラステージSHIBUYAタワー24階,03-6684-5111,和田順児,東証スタンダード,6億3865万円,2000年07月,63865,2000,7
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001102.000013627.html,アプリで立教ファミリーとつながる！立教大学サッカー部が公式アプリをリリース！,イベント,スポーツ,スマートフォンアプリ,ookami,https://ookami.tokyo,情報通信,東京都 世田谷区羽根木1丁目21-8 フォート羽根木,-,尾形太陽,未上場,-,2014年04月,-,2014,4
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000398.000011052.html,SEOに代わるLLMO（Large Language Model Optimization/生成AI最適化）時代に対応する「LLMOモニタリングサービス」のβ版を提供開始,商品サービス,広告・宣伝・PR,マーケティング・リサーチ,株式会社WACUL,http://wacul.co.jp/,情報通信,東京都千代田区神田小川町3-26-8 神田小川町三丁目ビル2F,03-5244-5535,大淵亮平,東証グロース,5億5300万円,2010年09月,55300,2010,9
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001665.000007676.html,横浜スタジアムで「キッズSTAR☆NIGHT2025 Supported by J:COM」開催　ダーリンハニー吉川正洋さん（7月29日（火））としなこさん（7月31日（木））が始球式に登場！,イベント,スポーツ,芸能,J:COM,https://www.jcom.co.jp/,情報通信,東京都千代田区丸の内1-8-1 トラストタワーN館,-,岩木　陽一,未上場,456億円,1995年01月,4560000,1995,1
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001191.000030435.html,TikTokとSpotifyが共同でアーティストを応援するプログラム「Buzz Tracker」、2025年7月度（第40弾）のMonthly Artistに超ときめき♡宣伝部が決定！,イベント,スマートフォンアプリ,None,TikTok Japan,https://www.bytedance.com/ja,情報通信,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ 26F,-,佐藤陽一,未上場,1億円,2016年08月,10000,2016,8
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000136.000077909.html,第2回 京都クラフトアンドデザインコンペティション「TRADITION for TOMORROW」、応募要項を本日7月1日に公開しました,イベント,アート・カルチャー,日用品・生活雑貨,株式会社京都産業振興センター,https://www.miyakomesse.jp/,サービス業,京都府京都市左京区岡崎成勝寺町9番地の１,-,山本 達夫,未上場,-,1993年04月,-,1993,4
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000056.000115131.html,【久喜駅】パーソナルジムReViNa(レビナ)久喜店が2025年7/15(火)オープン！無料体験実施中！,キャンペーン,ダイエット・健康食品・サプリメント,フィットネス・ヘルスケア,株式会社REJUVENATE,https://rejuvenate.co.jp,サービス業,東京都港区赤坂2-17-63-602,090-4243-3895,中島歩紀,未上場,500万円,2022年02月,500,2022,2
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000038.000131259.html,【7/15（火）開催】ナイトガレージ in 星が丘〜“伝わる資料”はAIで作れる？生成AI × ◯◯でスライド作成をラクにする夜,イベント,広告・宣伝・PR,None,lanitech合同会社,https://lanitech.jp/,情報通信,東京都渋谷区神宮前 六丁目23番4号　桑野ビル2階,-,西脇靖紘,未上場,-,2021年08月,-,2021,8
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000454.000005880.html,クラッシュフィーバー、超ハイテンション『サウンドトラック』第8弾の配信を本日より開始！,商品サービス,スマートフォンアプリ,スマートフォンゲーム,ワンダープラネット株式会社,https://wonderpla.net/,情報通信,愛知県名古屋市中区錦3-23-18 ニューサカエビル5F,-,常川 友樹,東証グロース,17億5575万円,2012年09月,175575,2012,9
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000002274.000005069.html,あま～いビスケットをそのまま再現！ 『たべっ子どうぶつ THE MOVIE ふわふわポーチBOOK らいおんver./ねこver.』７/８発売,商品サービス,雑誌・本・出版物,None,株式会社　宝島社,https://tkj.jp,情報通信,東京都千代田区一番町25番地,-,関川誠,未上場,-,-,-,-,-
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000130.000020989.html,"au PAY利用者限定、au PAY スマートローンの借り入れで、毎月合計10,000名に最大2,000円相当のau PAY 残高が当たる特典を提供開始",商品サービス,クレジットカード・ローン,モバイル端末,auフィナンシャルサービス株式会社,http://www.kddi-fs.com/corporate/,金融・保険業,東京都港区西新橋2丁目3番1号 マークライト虎ノ門13F,-,長野 敦史,未上場,-,2014年02月,-,2014,2
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000392.000047990.html,サマンサタバサプチチョイスから、PINGU™とのコラボレーションアイテムが初登場！！,商品サービス,レディースファッション,シューズ・バッグ,株式会社サマンサタバサジャパンリミテッド,-,商業（卸売業、小売業）,東京都港区三田1-4-1 住友不動産麻布十番ビル10F,-,古屋 幸二,マザーズ,-,1994年03月,-,1994,3
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000101.000055500.html,【企業・自治体・商業施設向け】年間プロモーションに役立つアイデアが見つかる！アクアスター「デジタルコンテンツ体験会」を7月7日より開催,イベント,広告・宣伝・PR,漫画・アニメ,株式会社アクアスター,https://aqua-star.co.jp/,サービス業,東京都中央区築地1-13-1 銀座松竹スクエア７F,03-5550-8511,原田 弘良,未上場,3200万円,1991年11月,3200,1991,11
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000039.000026367.html,【第1回 オートメッセ in 愛知2025】GTマシン展示や子供ビリティなど親子で楽しめる催しも！ 日米が誇る自動車系ユーチューバー来場,イベント,自動車・カー用品,広告・宣伝・PR,株式会社交通タイムス社,https://www.kotsu-times.jp/,サービス業,東京都千代田区神田錦町 3-13-7名古路ビル本館8F,03-6803-3981,宮木敏也,未上場,1000万円,1954年09月,1000,1954,9
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000891.000024246.html,【独自調査】2025年最新：外国人に人気のホテル・旅館ランキング［静岡 編］1位は「HOTEL CLAD ホテル クラッド」！| インバウンド人気ホテル・旅館ランキング　#インバウンド #MEO,調査レポート,ホテル・旅館,テーマパーク・遊園地,株式会社mov,https://mov.am/,サービス業,渋谷区渋谷東 1-32-12渋谷プロパティタワー10F,03-6823-8069,渡邊　誠,未上場,3億9468万円,2015年09月,39468,2015,9
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000094.000137984.html,富士山の自然の中で過ごす体験型テーマパーク「富士すばるランド」公式サイトが2025年7月1日（火）にリニューアル！,商品サービス,旅行・観光,テーマパーク・遊園地,富士観光開発株式会社,https://www.fujikanko.co.jp/,サービス業,山梨県南都留郡富士河口湖町船津3633-1,0555-72-1188,志村和也,未上場,5000万円,1959年06月,5000,1959,6
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000095.000015081.html,【ウリドキ】あきる野市とリユース推進に向けた連携協定を締結！,商品サービス,政治・官公庁・地方自治体,環境・エコ・リサイクル,ウリドキ株式会社,https://uridoki.co.jp/,情報通信,東京都新宿区新宿1-6-3 新宿御苑フロント9階,03-5315-4775,木暮康雄,未上場,6100万円,2014年12月,6100,2014,12
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000008.000159688.html,「エネパスで得するキャンペーン」を７月から開始,商品サービス,電気・ガス・資源・エネルギー,自動車・カー用品,ミライズエネチェンジ,https://miraiz-enechange.co.jp/,サービス業,東京都中央区京橋三丁目1番1号 東京スクエアガーデン14階 WeWork内,03-6635-1025,柘野 善隆,未上場,-,2025年01月,-,2025,1
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000002.000160088.html,「60歳からの高地トレーニング」で認知症予防　江東区亀戸で実証実験,イベント,フィットネス・ヘルスケア,医療・病院,有限会社川内鉄工工業,https://kawauchi-tekko.co.jp,建設業,東京都江東区亀戸７丁目61ｰ6 セザール亀戸607号室,03-3684-5359,和田龍吉,未上場,-,1977年02月,-,1977,2
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000008761.000014827.html,「ROAD59 -新時代任侠特区- 摩天楼モノクロ抗争」特典付き限定版デザイン公開！,商品サービス,おもちゃ・遊具・人形,芸能,株式会社ブシロード,http://bushiroad.com/,製造業,東京都中野区中央1-38-1 住友中野坂上ビル2階,-,木谷高明,東証グロース,37億2872万円,2007年05月,372872,2007,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000422.000075524.html,富士山静岡空港の脱炭素化に向けた太陽光発電設備の運転開始について,商品サービス,電気・ガス・資源・エネルギー,環境・エコ・リサイクル,鈴与グループ,https://www.suzuyo-holdings.co.jp/suzuyogroup.html,サービス業,静岡県静岡市清水区入船町11-1,-,鈴木健一郎,未上場,-,-,-,-,-
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000449.000017121.html,ENECHANGE、AIエージェント導入でプロダクト開発を強化,商品サービス,ネットワーク・ネットワーク機器,環境・エコ・リサイクル,ENECHANGE株式会社,https://enechange.co.jp/,情報通信,東京都中央区京橋3-1-1 WeWork東京スクエアガーデン14F,-,丸岡 智也,東証グロース,1528万円,2015年04月,1528,2015,4
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000465.000076954.html,【埼玉県戸田市】イオンモール北戸田戸田市立図書館の図書返却ポストを設置,商品サービス,政治・官公庁・地方自治体,None,埼玉県戸田市,https://www.city.toda.saitama.jp/,官公庁・地方自治体,埼玉県戸田市上戸田1-18-1,048-441-1800,菅原　文仁,-,-,1966年10月,-,1966,10
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000685.000015685.html,最大70％OFF！Cake.jp「夏の大感謝祭2025」開催,キャンペーン,EC・通販,食品・お菓子,株式会社Cake.jp,https://corp.cake.jp/,情報通信,東京都新宿区西新宿6-24-1 西新宿三井ビル1503,03-6302-0771,高橋優貴,未上場,2億2258万円,2009年04月,22258,2009,4
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000043.000049838.html,リーガルスケープ、民事法研究会と新たに提携し、書籍の掲載を開始,経営情報,ネットサービス,法務・特許・知的財産,株式会社Legalscape,https://www.legalscape.co.jp,情報通信,東京都文京区向丘2-3-10 東大前HiRAKU GATE 8F,-,八木田 樹,未上場,-,2017年09月,-,2017,9
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000003238.000013640.html,『BLUE GIANT MOMENTUM』第5集、6月30日発売！ファンの熱量溢れた “長すぎるハッシュタグ” でXのタイムラインが青一色に燃える！？,商品サービス,漫画・アニメ,雑誌・本・出版物,株式会社小学館,http://www.shogakukan.co.jp,サービス業,東京都千代田区一ツ橋2-3-1,03-3230-5355,相賀信宏,未上場,1億4700万円,1922年08月,14700,1922,8
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000254.000029931.html,株式会社ベビーカレンダー、産後ケア事業へ本格参入！青山で人気の産後ケア施設【女性とこどものケアサロン「ひより」】の運営を引き継ぎ！,イベント,出産・育児,None,株式会社ベビーカレンダー,https://corp.baby-calendar.jp,サービス業,東京都渋谷区代々木1-38-2 ミヤタビルディング10F,03-6631-3600,安田啓司,マザーズ,2億2101万円,1991年04月,22101,1991,4
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000006.000095326.html,(株)グーテンベルク、PEEKに対応した国産超高速産業用3Dプリンタ『G-ZERO MP1』９月先行販売開始のお知らせ,商品サービス,電子部品・半導体・電気機器,パソコン・周辺機器,株式会社グーテンベルク,https://gutenberg.co.jp/,製造業,東京都大田区南蒲田2-19-4 kyokutou3F,-,李丞株,未上場,2700万円,2021年02月,2700,2021,2
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000033.000097285.html,花王「サクセス」×『エヴァンゲリオン』のコラボ　「頭皮ケア作戦」キャンペーン,キャンペーン,スキンケア・化粧品・ヘア用品,漫画・アニメ,花王サクセスPR事務局,-,製造業,東京都中央区日本橋茅場町一丁目14番10号,-,長谷部 佳宏,東証1部,-,-,-,-,-
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000177.000084468.html,横浜・みなとみらいの夏夜を満喫。花火を望む20階テラスやプールで過ごす「花火鑑賞付き宿泊プラン」を本日より販売開始,商品サービス,ホテル・旅館,旅行・観光,株式会社三井不動産ホテルマネジメント,https://www.mitsuifudosan-hotelmanagement.com/,サービス業,東京都中央区日本橋本町2-5 日本橋二丁目ビル2階,-,杉山　亮,未上場,4億9000万円,1981年05月,49000,1981,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000298.000021008.html,【2025年下半期運勢占い特集】TVで話題の人気占い師、ゲッターズ飯田/星ひとみ/水晶玉子が占う2025年後半の運勢を公開,商品サービス,ネットサービス,芸能,株式会社CAM,https://www.cam-inc.co.jp/,情報通信,東京都渋谷区宇田川町40-1 Abema Towers,03-6415-3400,須田 瞬海,未上場,1億100万円,2000年05月,10100,2000,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000276.000032053.html,【セブン‐イレブン限定】対象商品を購入&応募で限定描き下ろしデザインのQUOカードPayなどONE PIECEオリジナルグッズが抽選で当たるキャンペーンが7月1日（火）より開催,キャンペーン,ギフト・花,百貨店・スーパー・コンビニ・ストア,株式会社クオカード,https://www.quocard.com/,金融・保険業,東京都中央区日本橋本町2-4-1 日本橋本町東急ビル内,03-3243-2211,近田 剛,未上場,18億1000万円,1987年12月,181000,1987,12
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001004.000074768.html,2025年下半期の運勢｜大人気占い師・彌彌告の『直接オンライン鑑定』が当たる、リリース半年記念キャンペーンを実施中,キャンペーン,ネットサービス,恋愛・結婚,株式会社レンサ,https://rensa.co.jp/,情報通信,東京都渋谷区千駄ヶ谷3-16-5 北参道GATE　2階,-,武井　哲也,未上場,1000万円,2011年02月,1000,2011,2
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000052.000071673.html,脱がずにタッチで作業効率UP！物流現場の負担軽減に貢献する、タッチパネル対応の作業用手袋を新発売,商品サービス,交通・運送・引越し,物流・倉庫・貨物,ショーワグローブ株式会社,https://www.showaglove.co.jp/,製造業,兵庫県姫路市砥堀565,079-264-1234,星野 達也,未上場,4860万円,1954年10月,4860,1954,10
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000041.000045395.html,葉加瀬太郎、8月6日発売のデビュー35周年企画アルバム『THE BEST OF 35 YEARS』のジャケ写＆全収録曲が決定！,人物,音楽,芸能,HATS,http://hats.jp/,サービス業,東京都港区西麻布2-13-15 第5横芝ビル 4F,03-5774-0082,髙田万由子,未上場,6995万円,2002年06月,6995,2002,6
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000966.000036659.html,【Green Parks】『トイ・ストーリー』映画公開30周年を記念したコレクションが登場！人気キャラクターが大集合したアニバーサリーアイテムを発売,商品サービス,レディースファッション,None,株式会社ストライプインターナショナル,http://www.stripe-intl.com/,商業（卸売業、小売業）,岡山県岡山市北区幸町2-8,086-235-8216,川部 将士,未上場,1億円,1995年02月,10000,1995,2
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001043.000025119.html,埼玉県加須市とさとふる、老朽化が進む機器の改修や展示品拡充など加須未来館をリニューアルするため、寄付受け付けを開始,商品サービス,政治・官公庁・地方自治体,商業施設・オフィスビル,株式会社さとふる,https://www.satofull.jp/,サービス業,東京都中央区京橋二丁目２-１ 京橋エドグラン 13階,-,藤井宏明,未上場,-,2014年07月,-,2014,7
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000003.000109527.html,池袋をもっと熱く。木々家は、IKEBUKURO DROPSとスポンサー契約を締結しました。,イベント,スポーツ,レストラン・ファストフード・居酒屋,株式会社木々家,https://hayashiya-inc.co.jp/company/,飲食店・宿泊業,東京都豊島区西池3-25-2 大晴ビル1階,03-6912-8005,林田博之,未上場,1000万円,2010年01月,1000,2010,1
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000271.000037188.html,大和財託　企業理念およびステートメントの刷新に関するお知らせ,経営情報,住宅・マンション,None,大和財託株式会社,https://yamatozaitaku.com/,不動産業,大阪府大阪市北区大深町3番1号 グランフロント大阪タワーＢ 35階,06-6147-4104,藤原 正明,未上場,1億円,2013年07月,10000,2013,7
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000005435.000011495.html,“座りっぱなし”がラクになる！体にフィットするメッシュチェアを7月1日に発売,商品サービス,パソコン・周辺機器,インテリア・家具・収納,サンワサプライ株式会社,http://www.sanwa.co.jp/,製造業,岡山県岡山市北区田町1-10-1,086-223-3311,山田和範,未上場,3000万円,-,3000,-,-
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001104.000026881.html,ケーブル不要で挿すだけで充電が可能！阪神タイガース×エレコムオリジナルUSB-Cコネクターモバイルバッテリーを新発売,商品サービス,パソコン・周辺機器,None,エレコム株式会社,https://www.elecom.co.jp/,製造業,大阪府大阪市中央区伏見町4丁目1番1号 明治安田生命大阪御堂筋ビル9F,-,石見浩一,東証プライム,125億7700万円,1986年05月,1257700,1986,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000004384.000019470.html,シンガーソングライターNakamuraEmi厚木市シティープロモーションソング「MICHIKUSA」の7inchアナログをライブ会場＆通販限定発売決定,商品サービス,音楽,芸能,日本コロムビア株式会社,https://columbia.jp/,情報通信,東京都港区南青山6-10-12 フェイス南青山,03-5962-6990,土門 義隆,未上場,1億円,1910年10月,10000,1910,10
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001451.000002633.html,ボルテージのコンシューマ向けブランド「AmuLit」と声優・梶裕貴氏がコラボレーション！完全オリジナルの世界観でおくる新作乙女ゲームを制作中,商品サービス,コンシューマーゲーム,漫画・アニメ,株式会社ボルテージ,http://www.voltage.co.jp/,情報通信,東京都渋谷区恵比寿4-20-3 恵比寿ガーデンプレイス（28階）,03-5475-8141,津谷祐司,東証スタンダード,12億5000万円,1999年09月,125000,1999,9
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000007797.000002535.html,学研の科学「おうち実験メガ盛り夏まつり」イベントサイトがオープン！　無料のオンライン実験ワークショップ、星空観察ガイド、自由研究お助けコンテンツを大公開,商品サービス,雑誌・本・出版物,学校・大学,株式会社　学研ホールディングス,http://www.gakken.co.jp/,情報通信,東京都品川区西五反田２丁目１１番８号 学研本社ビル,03-6431-1001,宮原　博昭,東証プライム,198億1700万円,1947年03月,1981700,1947,3
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001559.000002610.html,日本一の小学生プログラマーを決める競技大会が今年も開催決定！　全国小学生プログラミング大会 ゼロワングランドスラム2025,イベント,財団法人・社団法人・宗教法人,学校・大学,株式会社小学館集英社プロダクション(ShoPro),https://www.shopro.co.jp/,サービス業,東京都千代田区神田神保町2-30 昭和ビル,03-3515-6900,松井聡,未上場,1億円,1967年06月,10000,1967,6
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000802.000015355.html,GODIVA café 日本橋店から、テイクアウトもできるフードメニュー5種類登場～2025年7月2日（水）より～,商品サービス,食品・お菓子,中食・宅配,ゴディバ ジャパン株式会社,https://www.godiva.co.jp/,飲食店・宿泊業,東京都港区六本木3-2-1 六本木グランドタワー,-,ジェローム・シュシャン,未上場,-,-,-,-,-
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001103.000026881.html,Wi-Fi 7の高速・低遅延を手軽に体験！Wi-Fi EasyMesh(TM)と互換性のある2.5Gセキュリティ搭載 無線LANルーターを新発売,商品サービス,パソコン・周辺機器,None,エレコム株式会社,https://www.elecom.co.jp/,製造業,大阪府大阪市中央区伏見町4丁目1番1号 明治安田生命大阪御堂筋ビル9F,-,石見浩一,東証プライム,125億7700万円,1986年05月,1257700,1986,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000572.000084584.html,【1960～70年代のヒッピー・カルチャーを網羅】ファンキー＆サイケデリックな世界から見る現代のグラフィックデザインのリファレンス集『ファンカデリック』7月発売,商品サービス,雑誌・本・出版物,None,株式会社グラフィック社,https://www.graphicsha.co.jp/,情報通信,東京都千代田区九段北1-14-17,03-3263-4318,津田淳子,未上場,1400万円,1963年04月,1400,1963,4
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000225.000119996.html,7月16日（水）開催！　大人気ウイスキーセミナー ジャパニーズウイスキートレイル「新道蒸溜所」,イベント,ソフトドリンク・アルコール飲料,広告・宣伝・PR,株式会社ウイスキー文化研究所,https://scotchclub.org/,商業（卸売業、小売業）,東京都渋谷区広尾1-10-5 テック広尾ビル5F,03-6277-4103,土屋 守,未上場,600万円,2001年03月,600,2001,3
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001100.000026881.html,"持ち運びに便利なケーブル一体型！電池残量を1％単位で確認できる最大出力30Wの10,000mAhケーブル一体型モバイルバッテリーを新発売",商品サービス,パソコン・周辺機器,None,エレコム株式会社,https://www.elecom.co.jp/,製造業,大阪府大阪市中央区伏見町4丁目1番1号 明治安田生命大阪御堂筋ビル9F,-,石見浩一,東証プライム,125億7700万円,1986年05月,1257700,1986,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000864.000022215.html,【27・28・29卒向け】本気で“事業家”を志す学生のための未来の事業家育成インターンシップ『BRIDGE』を８・９月開催,イベント,就職・転職・人材派遣・アルバイト,None,パーソルキャリア株式会社,https://www.persol-career.co.jp/,サービス業,東京都港区麻布台一丁目3番1号 麻布台ヒルズ 森JPタワー21階,-,瀬野尾 裕,未上場,11億2700万円,1989年06月,112700,1989,6
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000680.000005738.html,春・夏アニメの注目作品もラインナップ！dアニメストアでコミック・ノベル全巻セット30％OFFキャンペーン中！,キャンペーン,ネットサービス,漫画・アニメ,株式会社ドコモ・アニメストア,https://docomo-animestore.co.jp/,情報通信,東京都千代田区富士見１－6－１ 富士見ビル６F,-,越智　武,未上場,10億円,2012年05月,100000,2012,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000679.000005738.html,dアニメストアでTVアニメ2期を見放題最速配信！「第七王子」コミック1～19巻セットが期間限定50％OFF！,キャンペーン,ネットサービス,漫画・アニメ,株式会社ドコモ・アニメストア,https://docomo-animestore.co.jp/,情報通信,東京都千代田区富士見１－6－１ 富士見ビル６F,-,越智　武,未上場,10億円,2012年05月,100000,2012,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000589.000008641.html,この夏観たいアニメNo.1に輝いたのは？2025年夏アニメ期待度ランキング発表！《Filmarks調べ》,調査レポート,スマートフォンアプリ,漫画・アニメ,株式会社つみき,https://tsumikiinc.com,情報通信,東京都 目黒区大橋1-6-2　池尻大橋ビルディング7F,03-6416-5652,鈴木貴幸,未上場,5000万円,2008年05月,5000,2008,5
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000420.000069696.html,＜News＞レトロゲーム配信サービス『プロジェクトEGG』にて2025年7月1日に『アークスロード（PC-8801版）』を無料配信開始,商品サービス,パソコンソフトウェア,None,株式会社Ｄ４エンタープライズ,http://www.d4e.co.jp,情報通信,東京都中央区銀座８－１７－５ THE HUB 銀座 OCT 610,03-6278-7255,鈴木直人,未上場,8975万円,2004年03月,8975,2004,3
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000591.000014079.html,映画「結束、その先へ ～侍たちの苦悩と希望～」Blu-ray & DVDがいよいよ7月2日発売！オフィシャルカメラによる映画本編未公開の貴重映像を収録お買い求めはJ SPORTSオンラインショップで,商品サービス,映画・演劇・DVD,スポーツ,J SPORTS,http://www.jsports.co.jp,情報通信,東京都江東区青海2-5-10 テレコムセンタービル20階,03-5500-3488,長谷 一郎,未上場,38億円,1996年09月,380000,1996,9
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000007393.000001719.html,「大『ダイヤのＡ actⅡ』原画展」メインKV＆グッズ情報（第一弾）公開！,イベント,漫画・アニメ,雑誌・本・出版物,株式会社講談社,http://www.kodansha.co.jp/,情報通信,東京都文京区音羽2-12-21,03-3945-1111,野間省伸,未上場,3億円,-,30000,-,-
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000004.000159236.html,『三國志 真戦』夏のお祭りイベント開催決定！シーズン名将＆コラボパック復刻！7月1日（火）より開催！,商品サービス,スマートフォンゲーム,スマートフォンアプリ,Qookka エンタテインメント株式会社,https://www.qookkagames.jp/,商業（卸売業、小売業）,東京都中央区京橋二丁目２番１号 京橋エドグラン２７階,-,周炳枢,未上場,-,-,-,-,-
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000686.000052170.html,【東京都町田市】町田市、相模原市及びホームタウンチームが選挙啓発活動を合同実施します,イベント,政治・官公庁・地方自治体,None,町田市役所,https://www.city.machida.tokyo.jp/,官公庁・地方自治体,東京都町田市森野2-2-22,042-724-2101,石阪丈一,-,-,1958年02月,-,1958,2
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000010.000110655.html,【オーバーエクセレント】20年の歩みに感謝を込めて――限定ジュエリーを特別な価格で 新作商品発売,商品サービス,ジュエリー・アクセサリー,広告・宣伝・PR,株式会社ほほえみブレインズ,https://www.overexcellent.jp/,製造業,東京都中央区銀座7-17-8 銀座松良ビル3F,03-6264-7899,川渕良範,未上場,4950万円,1976年07月,4950,1976,7
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000028.000046371.html,Manabie International Private Limited.への出資について,その他,その他,None,ヒューリック株式会社,-,不動産業,東京都中央区日本橋大伝馬町7番3号,-,前田　隆也,東証プライム,1116億900万円,1957年03月,11160900,1957,3
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000001020.000009198.html,日テレプラスのオリジナル番組「中川晃教 Live Music Studio」第19回は、宮野真守が登場。8月31日（日）21：00にテレビ初放送！,その他,テレビ・CM,音楽,CS 日テレ,http://www.cs-nippon.com/,情報通信,東京都港区東新橋1-6-1 日本テレビタワー22階,03-5962-8229,髙橋 知也,未上場,3億円,2001年03月,30000,2001,3
2025-07-01 12:00:03,https://prtimes.jp/main/html/rd/p/000000198.000020005.html,ダスキンレントオールとmeleapがタッグ。どこでも気軽にARスポーツ可能な新サービス『HADO Light』を共同開発,商品サービス,旅行・観光,スポーツ,株式会社meleap,http://meleap.com/,サービス業,東京都港区台場1丁目7-1 アクアシティお台場５階,-,福田浩士,未上場,8億1338万円,2014年01月,81338,2014,1
